scenario,episode,method,delay_steps,trace_quality,proxy_conflict,localization_error,counterfactual_precision,success_lift,reward_dependence
visible_effect,202,effect_trace,6,0.788,0.4374,0.781,0.8609,0.3232,0.0
visible_effect,203,delayed_reward_td,6,0.8351,0.1327,3.2936,0.4304,0.0223,1.0
visible_effect,203,dense_shaping,6,0.8351,0.1327,1.7946,0.5557,0.1705,0.55
visible_effect,203,effect_trace,6,0.8351,0.1327,0.7157,0.8993,0.3235,0.0
visible_effect,204,delayed_reward_td,8,0.98,0.2096,3.6967,0.3766,0.0342,1.0
visible_effect,204,dense_shaping,8,0.98,0.2096,2.3691,0.5054,0.13,0.55
visible_effect,204,effect_trace,8,0.98,0.2096,0.8424,0.9239,0.3298,0.0
visible_effect,205,delayed_reward_td,3,0.8136,0.1069,2.207,0.436,0.0592,1.0
visible_effect,205,dense_shaping,3,0.8136,0.1069,1.2939,0.5485,0.1724,0.55
visible_effect,205,effect_trace,3,0.8136,0.1069,0.5556,0.9188,0.3186,0.0
visible_effect,206,delayed_reward_td,3,0.8103,0.4624,2.4818,0.3425,0.0593,1.0
visible_effect,206,dense_shaping,3,0.8103,0.4624,1.7857,0.4437,0.1259,0.55
visible_effect,206,effect_trace,3,0.8103,0.4624,0.5638,0.9004,0.3342,0.0
visible_effect,207,delayed_reward_td,3,0.8611,0.02,2.2635,0.4557,0.0851,1.0
visible_effect,207,dense_shaping,3,0.8611,0.02,1.2198,0.5974,0.1813,0.55
visible_effect,207,effect_trace,3,0.8611,0.02,0.4236,0.9207,0.3183,0.0
visible_effect,208,delayed_reward_td,6,0.8398,0.3682,3.2499,0.3666,0.0314,1.0
visible_effect,208,dense_shaping,6,0.8398,0.3682,2.1008,0.5139,0.136,0.55
visible_effect,208,effect_trace,6,0.8398,0.3682,0.8115,0.9098,0.3183,0.0
visible_effect,209,delayed_reward_td,12,0.7749,0.2337,4.8972,0.2707,-0.0197,1.0
visible_effect,209,dense_shaping,12,0.7749,0.2337,3.1063,0.4225,0.0973,0.55
visible_effect,209,effect_trace,12,0.7749,0.2337,1.0376,0.8801,0.2914,0.0
visible_effect,210,delayed_reward_td,3,0.6708,0.5041,2.3428,0.4165,0.0798,1.0
visible_effect,210,dense_shaping,3,0.6708,0.5041,1.823,0.4249,0.1269,0.55
visible_effect,210,effect_trace,3,0.6708,0.5041,0.7161,0.9017,0.3264,0.0
visible_effect,211,delayed_reward_td,10,0.935,0.297,4.4715,0.3172,0.0225,1.0
visible_effect,211,dense_shaping,10,0.935,0.297,2.7624,0.4819,0.1223,0.55
visible_effect,211,effect_trace,10,0.935,0.297,0.9796,0.868,0.3053,0.0
visible_effect,212,delayed_reward_td,8,0.8997,0.1052,3.7871,0.3528,0.0489,1.0
visible_effect,212,dense_shaping,8,0.8997,0.1052,2.1595,0.5547,0.1454,0.55
visible_effect,212,effect_trace,8,0.8997,0.1052,0.5789,0.9191,0.2924,0.0
visible_effect,213,delayed_reward_td,6,0.8123,0.1638,3.1791,0.4021,0.0538,1.0
visible_effect,213,dense_shaping,6,0.8123,0.1638,1.8151,0.5461,0.1279,0.55
visible_effect,213,effect_trace,6,0.8123,0.1638,0.7003,0.8773,0.3119,0.0
visible_effect,214,delayed_reward_td,6,0.98,0.0413,3.0952,0.3841,0.1064,1.0
visible_effect,214,dense_shaping,6,0.98,0.0413,1.7598,0.6375,0.1698,0.55
visible_effect,214,effect_trace,6,0.98,0.0413,0.5474,0.9541,0.3465,0.0
visible_effect,215,delayed_reward_td,6,0.9752,0.1797,3.2948,0.4162,0.0571,1.0
visible_effect,215,dense_shaping,6,0.9752,0.1797,1.9045,0.5425,0.1583,0.55
visible_effect,215,effect_trace,6,0.9752,0.1797,0.5972,0.9524,0.3161,0.0
visible_effect,216,delayed_reward_td,12,0.8068,0.02,5.0386,0.2828,-0.0323,1.0
visible_effect,216,dense_shaping,12,0.8068,0.02,2.8771,0.5057,0.1015,0.55
visible_effect,216,effect_trace,12,0.8068,0.02,1.035,0.8789,0.3107,0.0
visible_effect,217,delayed_reward_td,9,0.8053,0.1058,4.1282,0.3446,-0.0062,1.0
visible_effect,217,dense_shaping,9,0.8053,0.1058,2.3212,0.5187,0.1436,0.55
visible_effect,217,effect_trace,9,0.8053,0.1058,0.7718,0.9048,0.326,0.0
visible_effect,218,delayed_reward_td,11,0.7809,0.1392,4.6682,0.3289,-0.0124,1.0
visible_effect,218,dense_shaping,11,0.7809,0.1392,2.6786,0.5492,0.117,0.55
visible_effect,218,effect_trace,11,0.7809,0.1392,1.0206,0.834,0.2979,0.0
visible_effect,219,delayed_reward_td,8,0.8845,0.1926,3.8734,0.3762,0.0281,1.0
visible_effect,219,dense_shaping,8,0.8845,0.1926,2.1946,0.4896,0.1116,0.55
visible_effect,219,effect_trace,8,0.8845,0.1926,0.7523,0.9336,0.3456,0.0
visible_effect,220,delayed_reward_td,5,0.9152,0.4066,2.9628,0.4108,0.013,1.0
visible_effect,220,dense_shaping,5,0.9152,0.4066,1.9161,0.4595,0.139,0.55
visible_effect,220,effect_trace,5,0.9152,0.4066,0.537,0.9249,0.3483,0.0
visible_effect,221,delayed_reward_td,7,0.6921,0.2143,3.5819,0.3491,0.0395,1.0
visible_effect,221,dense_shaping,7,0.6921,0.2143,2.3075,0.4615,0.1584,0.55
visible_effect,221,effect_trace,7,0.6921,0.2143,0.8068,0.9151,0.3069,0.0
visible_effect,222,delayed_reward_td,7,0.7149,0.0596,3.474,0.3291,0.043,1.0
visible_effect,222,dense_shaping,7,0.7149,0.0596,2.1764,0.5501,0.1674,0.55
visible_effect,222,effect_trace,7,0.7149,0.0596,0.8131,0.9127,0.3173,0.0
visible_effect,223,delayed_reward_td,9,0.8744,0.1956,4.1099,0.3537,0.014,1.0
visible_effect,223,dense_shaping,9,0.8744,0.1956,2.2627,0.5257,0.1295,0.55
visible_effect,223,effect_trace,9,0.8744,0.1956,0.9011,0.8984,0.3182,0.0
visible_effect,224,delayed_reward_td,9,0.98,0.263,4.1408,0.3804,0.0239,1.0
visible_effect,224,dense_shaping,9,0.98,0.263,2.479,0.4789,0.1291,0.55
visible_effect,224,effect_trace,9,0.98,0.263,0.8328,0.9423,0.3273,0.0
visible_effect,225,delayed_reward_td,5,0.7954,0.1712,3.0121,0.4127,0.0644,1.0
visible_effect,225,dense_shaping,5,0.7954,0.1712,1.6239,0.5359,0.1397,0.55
visible_effect,225,effect_trace,5,0.7954,0.1712,0.6162,0.9518,0.3347,0.0
visible_effect,226,delayed_reward_td,9,0.7966,0.02,4.0537,0.3567,0.019,1.0
visible_effect,226,dense_shaping,9,0.7966,0.02,2.3197,0.5225,0.1184,0.55
visible_effect,226,effect_trace,9,0.7966,0.02,0.924,0.9243,0.3293,0.0
visible_effect,227,delayed_reward_td,5,0.9367,0.2635,2.984,0.404,0.0574,1.0
visible_effect,227,dense_shaping,5,0.9367,0.2635,1.7395,0.4927,0.1661,0.55
visible_effect,227,effect_trace,5,0.9367,0.2635,0.658,0.9117,0.3438,0.0
visible_effect,228,delayed_reward_td,2,0.9302,0.1614,1.993,0.4264,0.1284,1.0
visible_effect,228,dense_shaping,2,0.9302,0.1614,1.2313,0.5356,0.1704,0.55
visible_effect,228,effect_trace,2,0.9302,0.1614,0.471,0.95,0.3146,0.0
visible_effect,229,delayed_reward_td,7,0.7835,0.1709,3.4606,0.3486,0.0451,1.0
visible_effect,229,dense_shaping,7,0.7835,0.1709,2.108,0.5653,0.1927,0.55
visible_effect,229,effect_trace,7,0.7835,0.1709,0.7437,0.8896,0.3065,0.0
visible_effect,230,delayed_reward_td,5,0.9195,0.1165,2.8703,0.4457,0.0811,1.0
visible_effect,230,dense_shaping,5,0.9195,0.1165,1.4552,0.5663,0.167,0.55
visible_effect,230,effect_trace,5,0.9195,0.1165,0.512,0.9744,0.3072,0.0
visible_effect,231,delayed_reward_td,12,0.777,0.1845,5.003,0.2684,-0.0027,1.0
visible_effect,231,dense_shaping,12,0.777,0.1845,2.9582,0.4152,0.1252,0.55
visible_effect,231,effect_trace,12,0.777,0.1845,1.1395,0.8679,0.3107,0.0
visible_effect,232,delayed_reward_td,2,0.9035,0.5459,2.1406,0.4425,0.1005,1.0
visible_effect,232,dense_shaping,2,0.9035,0.5459,1.495,0.4527,0.1197,0.55
visible_effect,232,effect_trace,2,0.9035,0.5459,0.5491,0.9233,0.3547,0.0
visible_effect,233,delayed_reward_td,11,0.9219,0.02,4.5268,0.3079,0.0212,1.0
visible_effect,233,dense_shaping,11,0.9219,0.02,2.6047,0.5524,0.1423,0.55
visible_effect,233,effect_trace,11,0.9219,0.02,0.8921,0.9017,0.3184,0.0
visible_effect,234,delayed_reward_td,8,0.8291,0.1527,3.8665,0.3224,0.0298,1.0
visible_effect,234,dense_shaping,8,0.8291,0.1527,2.2847,0.5211,0.1439,0.55
visible_effect,234,effect_trace,8,0.8291,0.1527,0.8876,0.8698,0.3266,0.0
visible_effect,235,delayed_reward_td,10,0.949,0.1394,4.3363,0.3943,0.0146,1.0
visible_effect,235,dense_shaping,10,0.949,0.1394,2.5369,0.5208,0.1174,0.55
visible_effect,235,effect_trace,10,0.949,0.1394,0.958,0.8967,0.318,0.0
visible_effect,236,delayed_reward_td,10,0.8985,0.02,4.3107,0.316,0.0197,1.0
visible_effect,236,dense_shaping,10,0.8985,0.02,2.4841,0.542,0.1409,0.55
visible_effect,236,effect_trace,10,0.8985,0.02,0.8092,0.9353,0.3335,0.0
visible_effect,237,delayed_reward_td,8,0.9263,0.2243,3.8301,0.3296,0.041,1.0
visible_effect,237,dense_shaping,8,0.9263,0.2243,2.3369,0.5474,0.1026,0.55
visible_effect,237,effect_trace,8,0.9263,0.2243,0.8582,0.885,0.295,0.0
visible_effect,238,delayed_reward_td,2,0.7113,0.2545,2.0655,0.4963,0.0841,1.0
visible_effect,238,dense_shaping,2,0.7113,0.2545,1.3588,0.4835,0.1779,0.55
visible_effect,238,effect_trace,2,0.7113,0.2545,0.5819,0.9024,0.3152,0.0
visible_effect,239,delayed_reward_td,10,0.8922,0.02,4.3584,0.328,0.0048,1.0
visible_effect,239,dense_shaping,10,0.8922,0.02,2.4451,0.564,0.2047,0.55
visible_effect,239,effect_trace,10,0.8922,0.02,0.9373,0.9496,0.3178,0.0
sparse_effect,0,delayed_reward_td,2,0.4794,0.2453,2.1193,0.4263,0.1125,1.0
sparse_effect,0,dense_shaping,2,0.4794,0.2453,1.3304,0.492,0.1738,0.55
sparse_effect,0,effect_trace,2,0.4794,0.2453,0.7363,0.8393,0.3001,0.0
sparse_effect,1,delayed_reward_td,11,0.5071,0.2695,4.8517,0.2879,-0.0155,1.0
sparse_effect,1,dense_shaping,11,0.5071,0.2695,3.0541,0.3732,0.0919,0.55
sparse_effect,1,effect_trace,11,0.5071,0.2695,1.1171,0.8221,0.279,0.0
sparse_effect,2,delayed_reward_td,11,0.6204,0.2215,4.678,0.2906,-0.0069,1.0
sparse_effect,2,dense_shaping,11,0.6204,0.2215,3.046,0.5015,0.1085,0.55
sparse_effect,2,effect_trace,11,0.6204,0.2215,1.1122,0.8597,0.3035,0.0
sparse_effect,3,delayed_reward_td,3,0.5997,0.1594,2.3673,0.4475,0.1055,1.0
sparse_effect,3,dense_shaping,3,0.5997,0.1594,1.4383,0.5232,0.1636,0.55
sparse_effect,3,effect_trace,3,0.5997,0.1594,0.6498,0.862,0.3021,0.0
sparse_effect,4,delayed_reward_td,5,0.4761,0.1141,3.0239,0.4042,0.0584,1.0
sparse_effect,4,dense_shaping,5,0.4761,0.1141,1.7575,0.5244,0.1319,0.55
sparse_effect,4,effect_trace,5,0.4761,0.1141,0.7804,0.8502,0.2828,0.0
sparse_effect,5,delayed_reward_td,2,0.6247,0.2529,2.0037,0.4038,0.1258,1.0
sparse_effect,5,dense_shaping,2,0.6247,0.2529,1.3778,0.497,0.1385,0.55
sparse_effect,5,effect_trace,2,0.6247,0.2529,0.6948,0.8863,0.3363,0.0
sparse_effect,6,delayed_reward_td,2,0.635,0.4039,2.0446,0.4255,0.0807,1.0
sparse_effect,6,dense_shaping,2,0.635,0.4039,1.4951,0.4854,0.1601,0.55
sparse_effect,6,effect_trace,2,0.635,0.4039,0.6516,0.9097,0.2905,0.0
sparse_effect,7,delayed_reward_td,7,0.5953,0.2643,3.6236,0.3292,0.0434,1.0
sparse_effect,7,dense_shaping,7,0.5953,0.2643,2.2439,0.4489,0.1076,0.55
sparse_effect,7,effect_trace,7,0.5953,0.2643,0.9075,0.8777,0.2866,0.0
sparse_effect,8,delayed_reward_td,5,0.6288,0.2296,2.9675,0.3566,0.0441,1.0
sparse_effect,8,dense_shaping,5,0.6288,0.2296,1.895,0.473,0.1353,0.55
sparse_effect,8,effect_trace,5,0.6288,0.2296,0.7957,0.8503,0.3264,0.0
sparse_effect,9,delayed_reward_td,6,0.6179,0.298,3.3194,0.4114,0.0482,1.0
sparse_effect,9,dense_shaping,6,0.6179,0.298,2.1582,0.4896,0.1314,0.55
sparse_effect,9,effect_trace,6,0.6179,0.298,0.8702,0.8635,0.3266,0.0
sparse_effect,10,delayed_reward_td,5,0.6955,0.2862,3.0175,0.3683,0.0319,1.0
sparse_effect,10,dense_shaping,5,0.6955,0.2862,1.869,0.4823,0.1506,0.55
sparse_effect,10,effect_trace,5,0.6955,0.2862,0.7584,0.8749,0.318,0.0
sparse_effect,11,delayed_reward_td,11,0.4272,0.2259,4.7177,0.2289,-0.0184,1.0
sparse_effect,11,dense_shaping,11,0.4272,0.2259,2.8983,0.4572,0.1056,0.55
sparse_effect,11,effect_trace,11,0.4272,0.2259,1.1244,0.847,0.2835,0.0
sparse_effect,12,delayed_reward_td,2,0.5201,0.2142,2.0233,0.4181,0.0872,1.0
sparse_effect,12,dense_shaping,2,0.5201,0.2142,1.2947,0.4309,0.1554,0.55
sparse_effect,12,effect_trace,2,0.5201,0.2142,0.6758,0.8758,0.3082,0.0
sparse_effect,13,delayed_reward_td,6,0.702,0.1518,3.1883,0.3608,0.0288,1.0
sparse_effect,13,dense_shaping,6,0.702,0.1518,1.8933,0.5283,0.1801,0.55
sparse_effect,13,effect_trace,6,0.702,0.1518,0.8559,0.8715,0.3044,0.0
sparse_effect,14,delayed_reward_td,7,0.6244,0.4568,3.6893,0.3376,0.0375,1.0
sparse_effect,14,dense_shaping,7,0.6244,0.4568,2.5185,0.4463,0.1258,0.55
sparse_effect,14,effect_trace,7,0.6244,0.4568,0.8738,0.8769,0.3075,0.0
sparse_effect,15,delayed_reward_td,8,0.4768,0.3237,4.0051,0.3122,0.0227,1.0
sparse_effect,15,dense_shaping,8,0.4768,0.3237,2.5672,0.3986,0.1412,0.55
sparse_effect,15,effect_trace,8,0.4768,0.3237,1.1103,0.8086,0.2756,0.0
sparse_effect,16,delayed_reward_td,8,0.4781,0.3552,3.9632,0.3027,0.0196,1.0
sparse_effect,16,dense_shaping,8,0.4781,0.3552,2.52,0.4076,0.1247,0.55
sparse_effect,16,effect_trace,8,0.4781,0.3552,1.03,0.8304,0.2873,0.0
sparse_effect,17,delayed_reward_td,7,0.6107,0.3455,3.607,0.3364,0.0369,1.0
sparse_effect,17,dense_shaping,7,0.6107,0.3455,2.3743,0.468,0.1121,0.55
sparse_effect,17,effect_trace,7,0.6107,0.3455,0.7964,0.8611,0.2956,0.0
sparse_effect,18,delayed_reward_td,7,0.4021,0.2726,3.6011,0.3638,0.0328,1.0
sparse_effect,18,dense_shaping,7,0.4021,0.2726,2.4193,0.4497,0.1408,0.55
sparse_effect,18,effect_trace,7,0.4021,0.2726,1.0128,0.8198,0.2834,0.0
sparse_effect,19,delayed_reward_td,5,0.7829,0.2773,2.9255,0.3337,0.026,1.0
sparse_effect,19,dense_shaping,5,0.7829,0.2773,1.9342,0.513,0.1527,0.55
sparse_effect,19,effect_trace,5,0.7829,0.2773,0.7345,0.8918,0.3325,0.0
sparse_effect,20,delayed_reward_td,9,0.4836,0.119,4.1025,0.3141,0.0339,1.0
sparse_effect,20,dense_shaping,9,0.4836,0.119,2.6109,0.4974,0.1238,0.55
sparse_effect,20,effect_trace,9,0.4836,0.119,1.0109,0.8527,0.2717,0.0
sparse_effect,21,delayed_reward_td,6,0.4618,0.1832,3.2509,0.3502,0.0448,1.0
sparse_effect,21,dense_shaping,6,0.4618,0.1832,2.0539,0.4452,0.1286,0.55
sparse_effect,21,effect_trace,6,0.4618,0.1832,0.9546,0.8483,0.3106,0.0
sparse_effect,22,delayed_reward_td,6,0.5441,0.2714,3.2508,0.3716,0.0686,1.0
sparse_effect,22,dense_shaping,6,0.5441,0.2714,2.0547,0.4315,0.1313,0.55
sparse_effect,22,effect_trace,6,0.5441,0.2714,0.8645,0.8589,0.2992,0.0
sparse_effect,23,delayed_reward_td,5,0.7369,0.2311,2.9859,0.4366,0.0601,1.0
sparse_effect,23,dense_shaping,5,0.7369,0.2311,1.797,0.5146,0.1391,0.55
sparse_effect,23,effect_trace,5,0.7369,0.2311,0.7676,0.8893,0.3202,0.0
sparse_effect,24,delayed_reward_td,9,0.5294,0.3494,4.1602,0.3055,0.0044,1.0
sparse_effect,24,dense_shaping,9,0.5294,0.3494,2.6932,0.4178,0.1066,0.55
sparse_effect,24,effect_trace,9,0.5294,0.3494,1.0233,0.8394,0.2966,0.0
sparse_effect,25,delayed_reward_td,10,0.472,0.2752,4.4827,0.269,-0.0061,1.0
sparse_effect,25,dense_shaping,10,0.472,0.2752,2.8082,0.4436,0.1011,0.55
sparse_effect,25,effect_trace,10,0.472,0.2752,1.0781,0.8199,0.3031,0.0
sparse_effect,26,delayed_reward_td,12,0.6812,0.383,5.165,0.2946,-0.0498,1.0
sparse_effect,26,dense_shaping,12,0.6812,0.383,3.3081,0.3492,0.0705,0.55
sparse_effect,26,effect_trace,12,0.6812,0.383,1.1638,0.832,0.2795,0.0
sparse_effect,27,delayed_reward_td,12,0.504,0.3203,5.0832,0.2406,0.0006,1.0
sparse_effect,27,dense_shaping,12,0.504,0.3203,3.1619,0.4108,0.0903,0.55
sparse_effect,27,effect_trace,12,0.504,0.3203,1.2361,0.8295,0.2828,0.0
sparse_effect,28,delayed_reward_td,12,0.647,0.2943,5.0361,0.2524,-0.023,1.0
sparse_effect,28,dense_shaping,12,0.647,0.2943,3.1259,0.4474,0.1167,0.55
sparse_effect,28,effect_trace,12,0.647,0.2943,1.1571,0.8781,0.3176,0.0
sparse_effect,29,delayed_reward_td,9,0.6081,0.4881,4.2347,0.3669,0.0252,1.0
sparse_effect,29,dense_shaping,9,0.6081,0.4881,2.85,0.4212,0.1056,0.55
sparse_effect,29,effect_trace,9,0.6081,0.4881,1.0074,0.814,0.3049,0.0
sparse_effect,30,delayed_reward_td,10,0.5346,0.2669,4.487,0.2828,0.0291,1.0
sparse_effect,30,dense_shaping,10,0.5346,0.2669,2.8805,0.4735,0.0932,0.55
sparse_effect,30,effect_trace,10,0.5346,0.2669,1.1668,0.8322,0.2997,0.0
sparse_effect,31,delayed_reward_td,7,0.5595,0.3386,3.6652,0.3076,0.0447,1.0
sparse_effect,31,dense_shaping,7,0.5595,0.3386,2.3702,0.4496,0.1059,0.55
sparse_effect,31,effect_trace,7,0.5595,0.3386,0.8617,0.8882,0.3242,0.0
sparse_effect,32,delayed_reward_td,11,0.661,0.3307,4.804,0.3253,-0.0181,1.0
sparse_effect,32,dense_shaping,11,0.661,0.3307,3.1818,0.3634,0.1264,0.55
sparse_effect,32,effect_trace,11,0.661,0.3307,1.1437,0.834,0.3006,0.0
sparse_effect,33,delayed_reward_td,9,0.5695,0.2857,4.2162,0.2982,0.0003,1.0
sparse_effect,33,dense_shaping,9,0.5695,0.2857,2.7536,0.3915,0.1519,0.55
sparse_effect,33,effect_trace,9,0.5695,0.2857,0.973,0.8716,0.3028,0.0
sparse_effect,34,delayed_reward_td,9,0.7611,0.3441,4.1165,0.3352,0.0124,1.0
sparse_effect,34,dense_shaping,9,0.7611,0.3441,2.5636,0.4569,0.1388,0.55
sparse_effect,34,effect_trace,9,0.7611,0.3441,0.8135,0.8781,0.3144,0.0
sparse_effect,35,delayed_reward_td,11,0.4824,0.2272,4.7757,0.2957,-0.0277,1.0
sparse_effect,35,dense_shaping,11,0.4824,0.2272,3.0669,0.4197,0.0931,0.55
sparse_effect,35,effect_trace,11,0.4824,0.2272,1.2758,0.848,0.2968,0.0
sparse_effect,36,delayed_reward_td,6,0.5553,0.2326,3.2845,0.3272,0.0404,1.0
sparse_effect,36,dense_shaping,6,0.5553,0.2326,2.07,0.4622,0.1467,0.55
sparse_effect,36,effect_trace,6,0.5553,0.2326,0.8855,0.8672,0.2846,0.0
sparse_effect,37,delayed_reward_td,4,0.6198,0.2179,2.6241,0.3911,0.0603,1.0
sparse_effect,37,dense_shaping,4,0.6198,0.2179,1.5458,0.4976,0.1374,0.55
sparse_effect,37,effect_trace,4,0.6198,0.2179,0.7253,0.8675,0.3139,0.0
sparse_effect,38,delayed_reward_td,7,0.6472,0.1607,3.4085,0.3791,0.0691,1.0
sparse_effect,38,dense_shaping,7,0.6472,0.1607,2.0393,0.5103,0.1702,0.55
sparse_effect,38,effect_trace,7,0.6472,0.1607,0.8364,0.8584,0.2769,0.0
sparse_effect,39,delayed_reward_td,9,0.6158,0.3581,4.1915,0.3088,0.0128,1.0
sparse_effect,39,dense_shaping,9,0.6158,0.3581,2.6412,0.3868,0.1364,0.55
sparse_effect,39,effect_trace,9,0.6158,0.3581,1.1067,0.8312,0.3088,0.0
sparse_effect,40,delayed_reward_td,10,0.6405,0.3708,4.456,0.3402,0.016,1.0
sparse_effect,40,dense_shaping,10,0.6405,0.3708,2.8505,0.434,0.1114,0.55
sparse_effect,40,effect_trace,10,0.6405,0.3708,1.1591,0.8421,0.2867,0.0
sparse_effect,41,delayed_reward_td,10,0.5569,0.2142,4.4488,0.3044,0.002,1.0
sparse_effect,41,dense_shaping,10,0.5569,0.2142,2.7755,0.4677,0.1095,0.55
sparse_effect,41,effect_trace,10,0.5569,0.2142,1.2009,0.818,0.2907,0.0
sparse_effect,42,delayed_reward_td,9,0.5667,0.4212,4.2123,0.3203,-0.0,1.0
sparse_effect,42,dense_shaping,9,0.5667,0.4212,2.8393,0.3937,0.1233,0.55
sparse_effect,42,effect_trace,9,0.5667,0.4212,1.043,0.851,0.2908,0.0
sparse_effect,43,delayed_reward_td,8,0.5002,0.4209,3.8834,0.3192,0.0271,1.0
sparse_effect,43,dense_shaping,8,0.5002,0.4209,2.6507,0.4081,0.1435,0.55
sparse_effect,43,effect_trace,8,0.5002,0.4209,0.9799,0.8094,0.2736,0.0
sparse_effect,44,delayed_reward_td,10,0.5096,0.3419,4.5714,0.3738,0.0008,1.0
sparse_effect,44,dense_shaping,10,0.5096,0.3419,2.8274,0.4005,0.0975,0.55
sparse_effect,44,effect_trace,10,0.5096,0.3419,1.1509,0.8333,0.2901,0.0
sparse_effect,45,delayed_reward_td,4,0.5527,0.1905,2.5662,0.3533,0.065,1.0
sparse_effect,45,dense_shaping,4,0.5527,0.1905,1.6704,0.5147,0.1393,0.55
sparse_effect,45,effect_trace,4,0.5527,0.1905,0.6985,0.831,0.303,0.0
sparse_effect,46,delayed_reward_td,8,0.7286,0.3011,3.9002,0.3806,0.0131,1.0
sparse_effect,46,dense_shaping,8,0.7286,0.3011,2.4411,0.481,0.1272,0.55
sparse_effect,46,effect_trace,8,0.7286,0.3011,0.8935,0.8586,0.3028,0.0
sparse_effect,47,delayed_reward_td,5,0.5216,0.2584,2.9496,0.3529,0.0565,1.0
sparse_effect,47,dense_shaping,5,0.5216,0.2584,1.9124,0.4448,0.1947,0.55
sparse_effect,47,effect_trace,5,0.5216,0.2584,0.8545,0.8469,0.2909,0.0
sparse_effect,48,delayed_reward_td,7,0.5763,0.1451,3.5204,0.3351,0.037,1.0
sparse_effect,48,dense_shaping,7,0.5763,0.1451,2.024,0.4899,0.1706,0.55
sparse_effect,48,effect_trace,7,0.5763,0.1451,0.9349,0.7835,0.3067,0.0
sparse_effect,49,delayed_reward_td,8,0.5979,0.1878,3.7653,0.3107,0.0091,1.0
sparse_effect,49,dense_shaping,8,0.5979,0.1878,2.3661,0.4652,0.1345,0.55
sparse_effect,49,effect_trace,8,0.5979,0.1878,0.9024,0.8449,0.2812,0.0
sparse_effect,50,delayed_reward_td,11,0.6391,0.3673,4.7536,0.2918,-0.05,1.0
sparse_effect,50,dense_shaping,11,0.6391,0.3673,3.0429,0.4175,0.083,0.55
sparse_effect,50,effect_trace,11,0.6391,0.3673,1.1636,0.8459,0.2663,0.0
sparse_effect,51,delayed_reward_td,2,0.5117,0.4346,2.1525,0.4264,0.0859,1.0
sparse_effect,51,dense_shaping,2,0.5117,0.4346,1.5735,0.449,0.1717,0.55
sparse_effect,51,effect_trace,2,0.5117,0.4346,0.725,0.808,0.2932,0.0
sparse_effect,52,delayed_reward_td,9,0.4365,0.1535,4.1082,0.3107,0.0267,1.0
sparse_effect,52,dense_shaping,9,0.4365,0.1535,2.4768,0.5141,0.1239,0.55
sparse_effect,52,effect_trace,9,0.4365,0.1535,1.067,0.8494,0.2907,0.0
sparse_effect,53,delayed_reward_td,10,0.4158,0.3277,4.5557,0.293,0.0086,1.0
sparse_effect,53,dense_shaping,10,0.4158,0.3277,2.8807,0.3786,0.129,0.55
sparse_effect,53,effect_trace,10,0.4158,0.3277,1.2888,0.7852,0.3009,0.0
sparse_effect,54,delayed_reward_td,6,0.6103,0.1976,3.3187,0.3423,0.0433,1.0
sparse_effect,54,dense_shaping,6,0.6103,0.1976,2.0669,0.5079,0.1777,0.55
sparse_effect,54,effect_trace,6,0.6103,0.1976,0.8042,0.8731,0.3277,0.0
sparse_effect,55,delayed_reward_td,2,0.6631,0.25,2.087,0.4443,0.0944,1.0
sparse_effect,55,dense_shaping,2,0.6631,0.25,1.4638,0.5156,0.1608,0.55
sparse_effect,55,effect_trace,2,0.6631,0.25,0.522,0.8564,0.3103,0.0
sparse_effect,56,delayed_reward_td,4,0.6029,0.2952,2.5223,0.3845,0.0617,1.0
sparse_effect,56,dense_shaping,4,0.6029,0.2952,1.8137,0.4275,0.1653,0.55
sparse_effect,56,effect_trace,4,0.6029,0.2952,0.7632,0.8616,0.3043,0.0
sparse_effect,57,delayed_reward_td,11,0.567,0.4055,4.7476,0.2845,-0.0025,1.0
sparse_effect,57,dense_shaping,11,0.567,0.4055,3.1795,0.3883,0.0651,0.55
sparse_effect,57,effect_trace,11,0.567,0.4055,1.1471,0.8099,0.2861,0.0
sparse_effect,58,delayed_reward_td,3,0.8002,0.0934,2.3412,0.4359,0.1244,1.0
sparse_effect,58,dense_shaping,3,0.8002,0.0934,1.3448,0.5673,0.199,0.55
sparse_effect,58,effect_trace,3,0.8002,0.0934,0.6052,0.932,0.3267,0.0
sparse_effect,59,delayed_reward_td,3,0.5698,0.3452,2.4365,0.3602,0.069,1.0
sparse_effect,59,dense_shaping,3,0.5698,0.3452,1.581,0.4728,0.1539,0.55
sparse_effect,59,effect_trace,3,0.5698,0.3452,0.8138,0.8306,0.3045,0.0
sparse_effect,60,delayed_reward_td,2,0.5845,0.1622,2.0421,0.4303,0.0615,1.0
sparse_effect,60,dense_shaping,2,0.5845,0.1622,1.2238,0.5827,0.1738,0.55
sparse_effect,60,effect_trace,2,0.5845,0.1622,0.5425,0.8614,0.2806,0.0
sparse_effect,61,delayed_reward_td,7,0.6701,0.4036,3.5831,0.3554,0.0644,1.0
sparse_effect,61,dense_shaping,7,0.6701,0.4036,2.3884,0.4909,0.0893,0.55
sparse_effect,61,effect_trace,7,0.6701,0.4036,0.9433,0.8545,0.3337,0.0
sparse_effect,62,delayed_reward_td,9,0.6599,0.1283,4.1603,0.3498,0.0044,1.0
sparse_effect,62,dense_shaping,9,0.6599,0.1283,2.412,0.4617,0.1371,0.55
